Date,Open,High,Low,Close,Volume,Ticker
2018-11-01,144.97999572753906,152.3179931640625,138.6199951171875,151.25,47039300,BABA
2018-11-02,152.55999755859375,154.36000061035156,146.27999877929688,147.58999633789062,45985800,BABA
2018-11-05,146.22000122070312,149.3699951171875,144.22999572753906,144.63999938964844,16197300,BABA
2018-11-06,145.8699951171875,149.9600067138672,145.3249969482422,147.44000244140625,17849800,BABA
2018-11-07,150.77000427246094,152.8000030517578,148.94000244140625,152.5,17884400,BABA
2018-11-08,150.99000549316406,151.8800048828125,146.69000244140625,148.99000549316406,17067100,BABA
2018-11-09,145.57000732421875,145.72000122070312,142.47999572753906,144.85000610351562,16220000,BABA
2018-11-12,145.00999450683594,146.406005859375,139.97000122070312,142.82000732421875,16516500,BABA
2018-11-13,144.8300018310547,149.94000244140625,143.91000366210938,146.97999572753906,19575100,BABA
2018-11-14,150.2100067138672,152.14999389648438,148.44000244140625,150.44000244140625,21786000,BABA
2018-11-15,152.89999389648438,157.39999389648438,150.88999938964844,156.22000122070312,30083500,BABA
2018-11-16,155.0399932861328,155.8000030517578,152.14199829101562,154.10000610351562,20039400,BABA
2018-11-19,152.02000427246094,153.2100067138672,148.77000427246094,149.52999877929688,18087800,BABA
2018-11-20,144.47999572753906,148.07000732421875,142.82000732421875,145.97999572753906,19473200,BABA
2018-11-21,149.05999755859375,151.47999572753906,148.64999389648438,149.41000366210938,14718600,BABA
2018-11-23,147.3000030517578,151.1699981689453,147.0,150.3300018310547,7437500,BABA
2018-11-26,153.2100067138672,156.52999877929688,152.3699951171875,156.00999450683594,16152700,BABA
2018-11-27,154.63999938964844,157.94000244140625,153.5800018310547,156.4600067138672,17911800,BABA
2018-11-28,159.00999450683594,159.8000030517578,155.25999450683594,159.33999633789062,20767100,BABA
2018-11-29,158.0800018310547,159.0,153.5399932861328,156.27999877929688,20532200,BABA
2018-11-30,157.89999389648438,160.86000061035156,156.72000122070312,160.86000061035156,35071200,BABA
2018-12-03,168.63999938964844,168.8000030517578,163.50999450683594,163.74000549316406,31174000,BABA
2018-12-04,164.8800048828125,164.97999572753906,156.4600067138672,158.33999633789062,22198600,BABA
2018-12-06,153.0,155.8699951171875,150.50999450683594,155.8300018310547,25335500,BABA
2018-12-07,155.39999389648438,158.0500030517578,151.72999572753906,153.05999755859375,17447900,BABA
2018-12-10,150.38999938964844,152.80999755859375,147.47999572753906,151.42999267578125,15525500,BABA
2018-12-11,155.25999450683594,156.24000549316406,150.89999389648438,151.8300018310547,13651900,BABA
2018-12-12,155.24000549316406,156.1699981689453,151.42999267578125,151.5,16619200,BABA
2018-12-13,153.0500030517578,153.4600067138672,150.52000427246094,151.47999572753906,12255800,BABA
2018-12-14,147.7100067138672,150.6999969482422,145.72000122070312,149.0,15560700,BABA
2018-12-17,146.5,147.94000244140625,142.24000549316406,143.97999572753906,15788100,BABA
2018-12-18,144.27999877929688,144.75,140.11000061035156,140.82000732421875,17846600,BABA
2018-12-19,141.0399932861328,141.3249969482422,135.72999572753906,137.13999938964844,27657800,BABA
2018-12-20,135.8300018310547,137.7550048828125,132.91000366210938,135.11000061035156,24103800,BABA
2018-12-21,137.0800018310547,137.19000244140625,130.22999572753906,132.0,28790600,BABA
2018-12-24,130.0,134.57000732421875,129.77000427246094,131.88999938964844,11240700,BABA
2018-12-26,132.8699951171875,138.02000427246094,130.17999267578125,138.0,14862400,BABA
2018-12-27,135.0500030517578,138.4499969482422,133.88999938964844,138.4499969482422,11457400,BABA
2018-12-28,139.1999969482422,140.97999572753906,136.7899932861328,139.08999633789062,11955300,BABA
2018-12-31,141.8300018310547,142.02000427246094,136.0399932861328,137.07000732421875,11186400,BABA
2019-01-02,134.1300048828125,137.74899291992188,133.02999877929688,136.6999969482422,16708400,BABA
2019-01-03,134.27000427246094,134.8699951171875,129.8300018310547,130.60000610351562,19531300,BABA
2019-01-04,134.25999450683594,141.0800018310547,133.66000366210938,139.75,22845400,BABA
2019-01-07,140.5500030517578,144.0800018310547,139.00999450683594,143.10000610351562,17239000,BABA
2019-01-08,145.0,147.5500030517578,142.05999755859375,146.7899932861328,16487600,BABA
2019-01-09,149.88999938964844,153.35000610351562,148.5,151.9199981689453,20214100,BABA
2019-01-10,149.80999755859375,152.02999877929688,148.8800048828125,151.69000244140625,14221100,BABA
2019-01-11,151.8300018310547,153.3800048828125,150.13999938964844,151.32000732421875,9589400,BABA
2019-01-14,148.5,150.57000732421875,146.5399932861328,149.27000427246094,13356700,BABA
2019-01-15,150.67999267578125,154.1699981689453,149.96400451660156,150.8800048828125,15003100,BABA
2019-01-16,152.80999755859375,155.38999938964844,151.5,154.83999633789062,14810800,BABA
2019-01-17,152.11000061035156,158.5500030517578,151.89999389648438,155.97000122070312,16153200,BABA
2019-01-18,158.4499969482422,159.49000549316406,154.72999572753906,157.02000427246094,19611400,BABA
2019-01-22,154.39999389648438,155.44000244140625,150.20700073242188,152.14999389648438,21295000,BABA
2019-01-23,154.64999389648438,155.17999267578125,150.9499969482422,152.02999877929688,10195800,BABA
2019-01-24,151.47000122070312,156.0,151.2100067138672,155.86000061035156,10997900,BABA
2019-01-25,158.91000366210938,160.5,157.42999267578125,159.2100067138672,16451800,BABA
2019-01-28,157.8000030517578,159.69000244140625,155.3000030517578,158.9199981689453,10141100,BABA
2019-01-29,159.0399932861328,160.375,155.9199981689453,156.8800048828125,18348200,BABA
2019-01-30,161.2899932861328,167.83999633789062,160.5,166.82000732421875,36997700,BABA
2019-01-31,167.8000030517578,169.72999572753906,165.6999969482422,168.49000549316406,21219500,BABA
2019-02-01,168.0,169.39999389648438,167.6300048828125,167.97000122070312,10771500,BABA
2019-02-04,166.32000732421875,167.5500030517578,165.61000061035156,166.6999969482422,7380400,BABA
2019-02-05,168.5500030517578,171.9499969482422,168.0,171.8300018310547,12801800,BABA
2019-02-06,171.86000061035156,173.08999633789062,169.99000549316406,171.52000427246094,11267800,BABA
2019-02-07,169.16000366210938,169.61000061035156,164.33599853515625,166.9600067138672,11911100,BABA
2019-02-08,163.8300018310547,167.64999389648438,163.75,167.36000061035156,8331500,BABA
2019-02-11,168.85000610351562,170.3300018310547,167.4499969482422,167.4499969482422,7260300,BABA
2019-02-12,169.60000610351562,170.49000549316406,168.61000061035156,168.7100067138672,8594400,BABA
2019-02-13,169.91000366210938,171.0500030517578,168.99000549316406,169.39999389648438,8661800,BABA
2019-02-14,167.63999938964844,168.5,166.61000061035156,168.3800048828125,8722100,BABA
2019-02-15,168.61000061035156,168.77000427246094,165.41000366210938,166.14999389648438,12099500,BABA
2019-02-19,166.97999572753906,171.14999389648438,166.5,170.17999267578125,12982300,BABA
2019-02-20,171.0,172.67999267578125,170.61000061035156,170.7100067138672,12454900,BABA
2019-02-21,171.0,171.77999877929688,169.8000030517578,171.66000366210938,8434800,BABA
2019-02-22,172.8000030517578,177.02000427246094,172.52000427246094,176.9199981689453,16175600,BABA
2019-02-25,181.25999450683594,183.72000122070312,180.72999572753906,183.25,22831800,BABA
2019-02-26,179.7899932861328,184.35000610351562,179.3699951171875,183.5399932861328,13871000,BABA
2019-02-27,181.72000122070312,184.92999267578125,180.8800048828125,184.5800018310547,16741600,BABA
2019-02-28,183.00999450683594,184.3000030517578,181.47000122070312,183.02999877929688,12370400,BABA
2019-03-01,185.08999633789062,186.89999389648438,183.3800048828125,183.8800048828125,14348500,BABA
2019-03-04,186.0,187.33999633789062,184.4600067138672,187.25,14761700,BABA
2019-03-05,186.94000244140625,188.0800018310547,185.0,185.0,11513200,BABA
2019-03-06,184.3800048828125,185.58999633789062,183.02000427246094,184.1699981689453,10009100,BABA
2019-03-07,180.91000366210938,181.8000030517578,176.72999572753906,177.32000732421875,16488900,BABA
2019-03-08,171.56500244140625,175.35000610351562,171.56500244140625,175.02999877929688,14674200,BABA
