Date,Open,High,Low,Close,Volume,Ticker
2018-11-01,210.80999755859375,212.58999633789062,207.80999755859375,212.36000061035156,1411600,INTU
2018-11-02,212.9499969482422,215.72999572753906,211.67999267578125,212.97999572753906,2165800,INTU
2018-11-05,213.94000244140625,214.8699951171875,211.32000732421875,214.44000244140625,1361300,INTU
2018-11-06,213.82000732421875,216.14999389648438,211.3699951171875,213.6999969482422,1228300,INTU
2018-11-07,215.69000244140625,221.88999938964844,215.02000427246094,221.8800048828125,1146400,INTU
2018-11-08,220.7100067138672,223.30999755859375,220.07000732421875,223.24000549316406,920600,INTU
2018-11-09,222.88999938964844,223.41000366210938,219.0500030517578,222.1699981689453,1588100,INTU
2018-11-12,221.47999572753906,221.47999572753906,212.6199951171875,212.8699951171875,1651800,INTU
2018-11-13,213.92999267578125,216.3800048828125,212.0500030517578,212.83999633789062,1569800,INTU
2018-11-14,214.8699951171875,216.30999755859375,208.1699981689453,209.3800048828125,1189400,INTU
2018-11-15,208.7899932861328,215.19000244140625,207.6699981689453,214.5399932861328,1342800,INTU
2018-11-16,213.00999450683594,214.35000610351562,210.42999267578125,211.44000244140625,1606200,INTU
2018-11-19,210.0500030517578,211.14999389648438,196.27000427246094,199.24000549316406,3277600,INTU
2018-11-20,197.61000061035156,198.97999572753906,190.7100067138672,195.17999267578125,4439900,INTU
2018-11-21,198.35000610351562,200.57000732421875,194.3300018310547,198.39999389648438,2578600,INTU
2018-11-23,195.6199951171875,197.92999267578125,195.0,197.0500030517578,1622700,INTU
2018-11-26,202.07000732421875,202.0800018310547,199.61000061035156,201.4199981689453,2151400,INTU
2018-11-27,199.6999969482422,199.7100067138672,195.52999877929688,198.75,1781400,INTU
2018-11-28,199.32000732421875,209.02000427246094,199.32000732421875,208.9199981689453,2284600,INTU
2018-11-29,206.9600067138672,209.9499969482422,205.13999938964844,209.19000244140625,1899500,INTU
2018-11-30,210.41000366210938,214.8800048828125,209.00999450683594,214.52999877929688,2692500,INTU
2018-12-03,217.72000122070312,219.85000610351562,211.50999450683594,213.52000427246094,2120200,INTU
2018-12-04,212.66000366210938,214.11000061035156,205.39999389648438,207.64999389648438,1726000,INTU
2018-12-06,203.1999969482422,211.57000732421875,199.39999389648438,211.5500030517578,2659600,INTU
2018-12-07,210.2100067138672,212.25,202.1999969482422,202.4600067138672,1767600,INTU
2018-12-10,202.9600067138672,207.00999450683594,201.27999877929688,206.7899932861328,1584400,INTU
2018-12-11,210.0,210.42999267578125,204.05999755859375,206.11000061035156,1594600,INTU
2018-12-12,210.11000061035156,212.9600067138672,208.6699981689453,209.17999267578125,1480100,INTU
2018-12-13,206.86000061035156,211.1699981689453,204.7100067138672,208.44000244140625,2405900,INTU
2018-12-14,205.47999572753906,206.5800018310547,200.35000610351562,200.92999267578125,2277800,INTU
2018-12-17,200.2899932861328,201.52000427246094,195.7899932861328,197.49000549316406,2636300,INTU
2018-12-18,199.02999877929688,200.75,196.0,198.1300048828125,1984500,INTU
2018-12-19,198.57000732421875,202.8800048828125,193.32000732421875,195.57000732421875,1889400,INTU
2018-12-20,194.49000549316406,196.2100067138672,188.07000732421875,192.05999755859375,2181200,INTU
2018-12-21,192.77999877929688,194.99000549316406,184.99000549316406,185.80999755859375,3323100,INTU
2018-12-24,185.0,188.3800048828125,182.61000061035156,182.75,1007900,INTU
2018-12-26,184.1300048828125,192.86000061035156,183.07000732421875,192.8000030517578,1987700,INTU
2018-12-27,189.55999755859375,197.38999938964844,187.83999633789062,197.24000549316406,2730900,INTU
2018-12-28,197.74000549316406,199.49000549316406,194.4499969482422,195.85000610351562,1340200,INTU
2018-12-31,197.3699951171875,198.75999450683594,195.42999267578125,196.85000610351562,1074200,INTU
2019-01-02,191.5,195.80999755859375,191.11000061035156,194.47000122070312,1485600,INTU
2019-01-03,191.25,193.24000549316406,188.2100067138672,188.52000427246094,2015900,INTU
2019-01-04,191.80999755859375,198.27999877929688,189.75999450683594,196.0,1736400,INTU
2019-01-07,195.3300018310547,200.41000366210938,195.3300018310547,198.99000549316406,1175400,INTU
2019-01-08,200.8300018310547,203.86000061035156,198.0800018310547,203.75999450683594,1654000,INTU
2019-01-09,204.05999755859375,205.0,200.33999633789062,202.66000366210938,1643200,INTU
2019-01-10,201.75,207.2899932861328,201.11000061035156,206.05999755859375,1507300,INTU
2019-01-11,205.44000244140625,207.0,204.05999755859375,206.14999389648438,1479600,INTU
2019-01-14,203.75,206.33999633789062,202.91000366210938,205.14999389648438,1058000,INTU
2019-01-15,205.3800048828125,210.25,205.3800048828125,209.80999755859375,1559900,INTU
2019-01-16,210.99000549316406,214.3800048828125,209.25,209.99000549316406,1340700,INTU
2019-01-17,208.50999450683594,212.11000061035156,208.50999450683594,211.72999572753906,1106400,INTU
2019-01-18,214.17999267578125,215.32000732421875,210.88999938964844,213.8699951171875,1623000,INTU
